fecha;enso_a̱o;enso_mes;anomalia_oni;temp_sst;temp_media;soi;iod
1/06/1995;Ni̱o - Ni̱a;Neutral;-0.01;27.6;26.78;-0.31;-0.078
1/07/1995;Ni̱o - Ni̱a;Neutral;-0.11;27.19;26.78;0.44;-0.169
1/08/1995;Ni̱o - Ni̱a;Ni̱a;-0.61;26.84;26.78;-0.11;-0.144
1/09/1995;Ni̱o - Ni̱a;Ni̱a;-0.9;26.78;26.78;0.28;-0.18
1/10/1995;Ni̱o - Ni̱a;Ni̱a;-0.92;26.76;26.78;-0.34;-0.367
1/11/1995;Ni̱o - Ni̱a;Ni̱a;-1.1;26.7;26.78;-0.02;-0.294
1/12/1995;Ni̱o - Ni̱a;Ni̱a;-1;26.66;26.78;-0.72;0.09
1/01/1996;Ni̱a;Ni̱a;-0.86;26.56;26.78;0.82;-0.021
1/02/1996;Ni̱a;Ni̱a;-0.85;26.75;26.78;-0.02;-0.033
1/03/1996;Ni̱a;Ni̱a;-0.56;27.24;26.78;0.53;-0.085
1/04/1996;Ni̱a;Neutral;-0.36;27.72;26.78;0.91;-0.369
1/05/1996;Ni̱a;Neutral;-0.26;27.81;26.78;0.46;-0.266
1/06/1996;Ni̱a;Neutral;-0.3;27.59;26.79;1.6;-0.394
1/07/1996;Ni̱a;Neutral;-0.32;27.18;26.79;0.7;-0.643
1/08/1996;Ni̱a;Neutral;-0.2;26.83;26.79;0.33;-0.681
1/09/1996;Ni̱a;Neutral;-0.45;26.73;26.79;0.66;-0.712
1/10/1996;Ni̱a;Neutral;-0.4;26.67;26.79;0.26;-1.108
1/11/1996;Ni̱a;Neutral;-0.34;26.63;26.79;-0.21;-0.797
1/12/1996;Ni̱a;Ni̱a;-0.61;26.56;26.79;0.71;-0.413
1/01/1997;Ni̱a - Ni̱o;Ni̱a;-0.54;26.56;26.79;0.29;-0.11
1/02/1997;Ni̱a - Ni̱o;Neutral;-0.36;26.75;26.79;1.21;0.079
1/03/1997;Ni̱a - Ni̱o;Neutral;-0.2;27.24;26.79;-1.09;0.043
1/04/1997;Ni̱a - Ni̱o;Neutral;0.27;27.72;26.79;-1.55;0.054
1/05/1997;Ni̱a - Ni̱o;Ni̱o;0.76;27.81;26.79;-2.41;0.025
1/06/1997;Ni̱a - Ni̱o;Ni̱o;1.22;27.59;26.79;-3.02;0.082
1/07/1997;Ni̱a - Ni̱o;Ni̱o;1.67;27.18;26.79;-0.91;0.447
1/08/1997;Ni̱a - Ni̱o;Ni̱o;1.91;26.83;26.79;-2.31;0.634
1/09/1997;Ni̱a - Ni̱o;Ni̱o;2.12;26.73;26.79;-1.55;0.771
1/10/1997;Ni̱a - Ni̱o;Ni̱o;2.4;26.67;26.79;-1.69;0.873
1/11/1997;Ni̱a - Ni̱o;Ni̱o;2.48;26.63;26.79;-1.31;1.279
1/12/1997;Ni̱a - Ni̱o;Ni̱o;2.32;26.56;26.79;-1.12;0.863
1/01/1998;Ni̱o - Ni̱a;Ni̱o;2.37;26.56;26.79;-2.53;0.525
1/02/1998;Ni̱o - Ni̱a;Ni̱o;2.03;26.75;26.79;-1.97;0.422
1/03/1998;Ni̱o - Ni̱a;Ni̱o;1.38;27.24;26.79;-3.31;-0.055
1/04/1998;Ni̱o - Ni̱a;Ni̱o;0.9;27.72;26.79;-2.8;0.047
1/05/1998;Ni̱o - Ni̱a;Ni̱o;0.7;27.81;26.79;0.17;0.14
1/06/1998;Ni̱o - Ni̱a;Neutral;-0.24;27.59;26.8;1.05;0.147
1/07/1998;Ni̱o - Ni̱a;Ni̱a;-0.86;27.18;26.8;1.49;-0.385
1/08/1998;Ni̱o - Ni̱a;Ni̱a;-1.25;26.83;26.8;0.83;-0.58
1/09/1998;Ni̱o - Ni̱a;Ni̱a;-1.26;26.73;26.8;1.04;-0.496
1/10/1998;Ni̱o - Ni̱a;Ni̱a;-1.41;26.67;26.8;1.01;-0.743
1/11/1998;Ni̱o - Ni̱a;Ni̱a;-1.38;26.63;26.8;1.01;-0.653
1/12/1998;Ni̱o - Ni̱a;Ni̱a;-1.64;26.56;26.8;1.32;-0.336
1/01/1999;Ni̱a;Ni̱a;-1.69;26.56;26.8;1.58;-0.13
1/02/1999;Ni̱a;Ni̱a;-1.31;26.75;26.8;0.58;-0.038
1/03/1999;Ni̱a;Ni̱a;-0.9;27.24;26.8;0.78;0.102
1/04/1999;Ni̱a;Ni̱a;-1;27.72;26.8;2.1;-0.002
1/05/1999;Ni̱a;Ni̱a;-1.02;27.81;26.8;0.44;-0.186
1/06/1999;Ni̱a;Ni̱a;-1.05;27.59;26.8;0;-0.145
1/07/1999;Ni̱a;Ni̱a;-1.05;27.18;26.8;0.52;0.112
1/08/1999;Ni̱a;Ni̱a;-1.19;26.83;26.8;-0.03;0.023
1/09/1999;Ni̱a;Ni̱a;-1.09;26.73;26.8;-0.07;-0.05
1/10/1999;Ni̱a;Ni̱a;-1.19;26.67;26.8;0.95;-0.19
1/11/1999;Ni̱a;Ni̱a;-1.5;26.63;26.8;1.22;-0.116
1/12/1999;Ni̱a;Ni̱a;-1.7;26.56;26.8;1.37;-0.148
1/01/2000;Ni̱a;Ni̱a;-1.77;26.56;26.8;0.47;-0.125
1/02/2000;Ni̱a;Ni̱a;-1.53;26.75;26.8;1.24;-0.009
1/03/2000;Ni̱a;Ni̱a;-0.93;27.24;26.8;0.88;0.14
1/04/2000;Ni̱a;Ni̱a;-0.75;27.72;26.8;1.76;0.141
1/05/2000;Ni̱a;Ni̱a;-0.74;27.81;26.8;0.42;0.113
1/06/2000;Ni̱a;Ni̱a;-0.64;27.59;26.8;-0.87;-0.022
1/07/2000;Ni̱a;Ni̱a;-0.55;27.18;26.81;-0.34;0.077
1/08/2000;Ni̱a;Neutral;-0.47;26.83;26.81;0.48;0.131
1/09/2000;Ni̱a;Ni̱a;-0.52;26.73;26.81;0.97;-0.096
1/10/2000;Ni̱a;Ni̱a;-0.65;26.67;26.81;0.87;-0.142
1/11/2000;Ni̱a;Ni̱a;-0.71;26.63;26.8;2.02;-0.306
1/12/2000;Ni̱a;Ni̱a;-0.88;26.56;26.8;0.77;-0.248
1/01/2001;Ni̱a;Ni̱a;-0.63;26.45;26.8;0.78;-0.431
1/02/2001;Ni̱a;Ni̱a;-0.53;26.66;26.8;1;-0.017
1/03/2001;Ni̱a;Neutral;-0.39;27.21;26.8;0.46;-0.01
1/04/2001;Ni̱a;Neutral;-0.39;27.73;26.81;-0.18;0.136
1/05/2001;Ni̱a;Neutral;-0.24;27.85;26.81;-0.84;0.137
1/06/2001;Ni̱a;Neutral;-0.11;27.65;26.81;-0.19;0.127
1/07/2001;Ni̱a;Neutral;-0.01;27.26;26.81;-0.27;-0.14
1/08/2001;Ni̱a;Neutral;-0.1;26.91;26.81;-1.01;-0.301
1/09/2001;Ni̱a;Neutral;-0.28;26.8;26.81;0.11;-0.223
1/10/2001;Ni̱a;Neutral;-0.18;26.75;26.81;-0.38;-0.451
1/11/2001;Ni̱a;Neutral;-0.41;26.75;26.81;0.64;-0.245
1/12/2001;Ni̱a;Neutral;-0.46;26.65;26.81;-1.06;-0.051
1/01/2002;Ni̱o;Neutral;-0.05;26.45;26.81;0.2;-0.142
1/02/2002;Ni̱o;Neutral;0.06;26.66;26.81;0.64;-0.098
1/03/2002;Ni̱o;Neutral;0.09;27.21;26.81;-0.81;0.008
1/04/2002;Ni̱o;Neutral;0.12;27.73;26.81;-0.48;-0.352
1/05/2002;Ni̱o;Neutral;0.4;27.85;26.81;-1.54;-0.329
1/06/2002;Ni̱o;Ni̱o;0.79;27.65;26.81;-1.02;-0.19
1/07/2002;Ni̱o;Ni̱o;0.77;27.26;26.81;-0.7;-0.26
1/08/2002;Ni̱o;Ni̱o;0.81;26.91;26.81;-1.62;-0.208
1/09/2002;Ni̱o;Ni̱o;1.01;26.8;26.81;-0.66;0.286
1/10/2002;Ni̱o;Ni̱o;1.2;26.75;26.81;-0.79;0.405
1/11/2002;Ni̱o;Ni̱o;1.41;26.75;26.81;-0.6;0.096
1/12/2002;Ni̱o;Ni̱o;1.31;26.65;26.81;-1.3;-0.158
1/01/2003;Ni̱o - Ni̱a;Ni̱o;0.7;26.45;26.81;-0.3;-0.239
1/02/2003;Ni̱o - Ni̱a;Ni̱o;0.74;26.66;26.81;-0.9;0.017
1/03/2003;Ni̱o - Ni̱a;Neutral;0.45;27.21;26.81;-0.91;-0.039
1/04/2003;Ni̱o - Ni̱a;Neutral;-0.05;27.73;26.82;-0.48;-0.099
1/05/2003;Ni̱o - Ni̱a;Ni̱a;-0.52;27.85;26.82;-0.85;-0.164
1/06/2003;Ni̱o - Ni̱a;Neutral;-0.21;27.65;26.82;-1.75;0.139
1/07/2003;Ni̱o - Ni̱a;Neutral;0.24;27.26;26.82;0.26;0.131
1/08/2003;Ni̱o - Ni̱a;Neutral;0.2;26.91;26.82;-0.35;0.108
1/09/2003;Ni̱o - Ni̱a;Neutral;0.19;26.8;26.82;-0.18;-0.061
1/10/2003;Ni̱o - Ni̱a;Neutral;0.38;26.75;26.82;-0.26;-0.243
1/11/2003;Ni̱o - Ni̱a;Neutral;0.29;26.75;26.82;-0.32;-0.159
1/12/2003;Ni̱o - Ni̱a;Neutral;0.38;26.65;26.82;0.92;0.189
1/01/2004;Ni̱o;Neutral;0.38;26.45;26.82;-1.31;0.044
1/02/2004;Ni̱o;Neutral;0.34;26.66;26.82;0.77;0.114
1/03/2004;Ni̱o;Neutral;0.21;27.21;26.82;-0.11;0.077
1/04/2004;Ni̱o;Neutral;0.16;27.73;26.82;-1.91;-0.08
1/05/2004;Ni̱o;Neutral;0.14;27.85;26.82;1.22;-0.565
1/06/2004;Ni̱o;Neutral;0.2;27.65;26.82;-1.91;-0.384
1/07/2004;Ni̱o;Ni̱o;0.51;27.26;26.82;-0.72;-0.301
1/08/2004;Ni̱o;Ni̱o;0.7;26.91;26.82;-0.9;-0.132
1/09/2004;Ni̱o;Ni̱o;0.72;26.8;26.82;-0.31;-0.106
1/10/2004;Ni̱o;Ni̱o;0.68;26.75;26.82;-0.42;-0.004
1/11/2004;Ni̱o;Ni̱o;0.61;26.75;26.82;-1.06;-0.153
1/12/2004;Ni̱o;Ni̱o;0.69;26.65;26.82;-0.94;-0.132
1/01/2005;Ni̱o - Ni̱a;Ni̱o;0.76;26.45;26.82;0.2;-0.124
1/02/2005;Ni̱o - Ni̱a;Neutral;0.46;26.66;26.82;-2.99;-0.56
1/03/2005;Ni̱o - Ni̱a;Ni̱o;0.53;27.21;26.82;-0.26;-0.432
1/04/2005;Ni̱o - Ni̱a;Neutral;0.35;27.73;26.82;-1.22;0.084
1/05/2005;Ni̱o - Ni̱a;Neutral;0.39;27.85;26.83;-1.46;-0.033
1/06/2005;Ni̱o - Ni̱a;Neutral;0.12;27.65;26.83;0.11;-0.176
1/07/2005;Ni̱o - Ni̱a;Neutral;-0.19;27.26;26.83;0.06;-0.384
1/08/2005;Ni̱o - Ni̱a;Neutral;-0.1;26.91;26.83;-0.97;-0.345
1/09/2005;Ni̱o - Ni̱a;Neutral;-0.11;26.8;26.83;0.34;-0.534
1/10/2005;Ni̱o - Ni̱a;Neutral;-0.1;26.75;26.83;1.12;-0.436
1/11/2005;Ni̱o - Ni̱a;Ni̱a;-0.64;26.75;26.83;-0.42;-0.272
1/12/2005;Ni̱o - Ni̱a;Ni̱a;-0.97;26.65;26.83;0.01;-0.3
1/01/2006;Ni̱a - Ni̱o;Ni̱a;-0.91;26.55;26.83;1.29;-0.135
1/02/2006;Ni̱a - Ni̱o;Ni̱a;-0.67;26.76;26.83;-0.12;-0.305
1/03/2006;Ni̱a - Ni̱o;Ni̱a;-0.71;27.29;26.83;1.32;-0.226
1/04/2006;Ni̱a - Ni̱o;Neutral;-0.32;27.83;26.83;1.17;-0.015
1/05/2006;Ni̱a - Ni̱o;Neutral;-0.09;27.94;26.83;-0.96;-0.207
1/06/2006;Ni̱a - Ni̱o;Neutral;0;27.73;26.83;-0.98;-0.059
1/07/2006;Ni̱a - Ni̱o;Neutral;0.01;27.29;26.83;-0.9;0.04
1/08/2006;Ni̱a - Ni̱o;Neutral;0.31;26.86;26.83;-1.75;0.229
1/09/2006;Ni̱a - Ni̱o;Ni̱o;0.6;26.72;26.83;-0.6;0.428
1/10/2006;Ni̱a - Ni̱o;Ni̱o;0.7;26.72;26.83;-1.52;0.577
1/11/2006;Ni̱a - Ni̱o;Ni̱o;0.99;26.7;26.83;0.05;0.501
1/12/2006;Ni̱a - Ni̱o;Ni̱o;1.14;26.6;26.83;-0.39;0.172
1/01/2007;Ni̱o - Ni̱a;Ni̱o;0.7;26.55;26.83;-0.83;0.224
1/02/2007;Ni̱o - Ni̱a;Neutral;0.13;26.76;26.83;-0.38;0.15
1/03/2007;Ni̱o - Ni̱a;Neutral;-0.18;27.29;26.83;-0.3;0.116
1/04/2007;Ni̱o - Ni̱a;Neutral;-0.31;27.83;26.83;-0.35;0.1
1/05/2007;Ni̱o - Ni̱a;Neutral;-0.47;27.94;26.83;-0.3;0.27
1/06/2007;Ni̱o - Ni̱a;Neutral;-0.36;27.73;26.84;0.14;0.03
1/07/2007;Ni̱o - Ni̱a;Ni̱a;-0.59;27.29;26.84;-0.44;0.045
1/08/2007;Ni̱o - Ni̱a;Ni̱a;-0.72;26.86;26.84;0.01;0.236
1/09/2007;Ni̱o - Ni̱a;Ni̱a;-1.11;26.72;26.84;0.12;0.235
1/10/2007;Ni̱o - Ni̱a;Ni̱a;-1.39;26.72;26.84;0.44;0.068
1/11/2007;Ni̱o - Ni̱a;Ni̱a;-1.53;26.7;26.84;0.82;-0.023
1/12/2007;Ni̱o - Ni̱a;Ni̱a;-1.58;26.6;26.84;1.49;-0.227
1/01/2008;Ni̱a;Ni̱a;-1.68;26.55;26.84;1.54;0.115
1/02/2008;Ni̱a;Ni̱a;-1.66;26.76;26.84;2.05;-0.072
1/03/2008;Ni̱a;Ni̱a;-1.21;27.29;26.84;1.04;0.097
1/04/2008;Ni̱a;Ni̱a;-0.99;27.83;26.84;0.56;-0.153
1/05/2008;Ni̱a;Ni̱a;-0.84;27.94;26.84;-0.25;0.178
1/06/2008;Ni̱a;Ni̱a;-0.68;27.73;26.84;0.34;0.215
1/07/2008;Ni̱a;Neutral;-0.3;27.29;26.84;0.2;0.246
1/08/2008;Ni̱a;Neutral;-0.13;26.86;26.84;0.64;0.124
1/09/2008;Ni̱a;Neutral;-0.25;26.72;26.84;1.26;0.086
1/10/2008;Ni̱a;Neutral;-0.35;26.72;26.84;1.52;0.029
1/11/2008;Ni̱a;Neutral;-0.46;26.7;26.84;1.64;-0.128
1/12/2008;Ni̱a;Ni̱a;-0.86;26.6;26.84;1.43;-0.053
1/01/2009;Ni̱a - Ni̱o;Ni̱a;-0.89;26.55;26.84;0.85;0.031
1/02/2009;Ni̱a - Ni̱o;Ni̱a;-0.79;26.76;26.84;1.37;0.163
1/03/2009;Ni̱a - Ni̱o;Ni̱a;-0.7;27.29;26.84;-0.21;0.1
1/04/2009;Ni̱a - Ni̱o;Neutral;-0.35;27.83;26.84;1.06;0.126
1/05/2009;Ni̱a - Ni̱o;Neutral;0.06;27.94;26.84;-0.86;0.256
1/06/2009;Ni̱a - Ni̱o;Neutral;0.31;27.73;26.84;-0.45;0.1
1/07/2009;Ni̱a - Ni̱o;Neutral;0.48;27.29;26.84;0.18;-0.192
1/08/2009;Ni̱a - Ni̱o;Ni̱o;0.56;26.86;26.84;-0.59;-0.104
1/09/2009;Ni̱a - Ni̱o;Ni̱o;0.68;26.72;26.84;0.35;-0.103
1/10/2009;Ni̱a - Ni̱o;Ni̱o;0.89;26.72;26.84;-1.66;-0.013
1/11/2009;Ni̱a - Ni̱o;Ni̱o;1.45;26.7;26.84;-0.67;-0.067
1/12/2009;Ni̱a - Ni̱o;Ni̱o;1.73;26.6;26.84;-0.95;0.16
1/01/2010;Ni̱o - Ni̱a;Ni̱o;1.51;26.55;26.84;-1.13;0.294
1/02/2010;Ni̱o - Ni̱a;Ni̱o;1.25;26.76;26.84;-1.59;0.023
1/03/2010;Ni̱o - Ni̱a;Ni̱o;0.9;27.29;26.84;-1.4;0.458
1/04/2010;Ni̱o - Ni̱a;Neutral;0.38;27.83;26.85;1.88;0.37
1/05/2010;Ni̱o - Ni̱a;Neutral;-0.22;27.94;26.85;0.85;-0.03
1/06/2010;Ni̱o - Ni̱a;Ni̱a;-0.69;27.73;26.85;0.24;-0.14
1/07/2010;Ni̱o - Ni̱a;Ni̱a;-1.07;27.29;26.85;1.95;-0.001
1/08/2010;Ni̱o - Ni̱a;Ni̱a;-1.38;26.86;26.85;1.77;-0.062
1/09/2010;Ni̱o - Ni̱a;Ni̱a;-1.59;26.72;26.85;2.44;-0.268
1/10/2010;Ni̱o - Ni̱a;Ni̱a;-1.69;26.72;26.85;1.8;-0.437
1/11/2010;Ni̱o - Ni̱a;Ni̱a;-1.64;26.7;26.85;1.62;-0.495
1/12/2010;Ni̱o - Ni̱a;Ni̱a;-1.6;26.6;26.85;2.9;-0.212
1/01/2011;Ni̱a;Ni̱a;-1.54;26.55;26.85;2.01;0.192
1/02/2011;Ni̱a;Ni̱a;-1.11;26.76;26.85;2.12;0.242
1/03/2011;Ni̱a;Ni̱a;-0.92;27.29;26.85;2.09;0.367
1/04/2011;Ni̱a;Ni̱a;-0.76;27.83;26.85;3.02;0.154
1/05/2011;Ni̱a;Ni̱a;-0.52;27.94;26.85;0.46;-0.089
1/06/2011;Ni̱a;Neutral;-0.38;27.73;26.85;-0.04;0.055
1/07/2011;Ni̱a;Neutral;-0.42;27.29;26.85;1.11;0.223
1/08/2011;Ni̱a;Ni̱a;-0.64;26.86;26.85;0.07;0.344
1/09/2011;Ni̱a;Ni̱a;-0.8;26.72;26.85;1.14;0.202
1/10/2011;Ni̱a;Ni̱a;-1.05;26.72;26.85;0.91;0.356
1/11/2011;Ni̱a;Ni̱a;-1.18;26.7;26.85;1.41;0.336
1/12/2011;Ni̱a;Ni̱a;-1.05;26.6;26.85;2.45;-0.128
1/01/2012;Ni̱a;Ni̱a;-0.87;26.55;26.85;0.9;0.046
1/02/2012;Ni̱a;Ni̱a;-0.67;26.76;26.85;0.22;-0.078
1/03/2012;Ni̱a;Ni̱a;-0.61;27.29;26.85;0.2;0.026
1/04/2012;Ni̱a;Neutral;-0.49;27.83;26.85;-0.65;-0.271
1/05/2012;Ni̱a;Neutral;-0.32;27.94;26.85;-0.38;-0.37
1/06/2012;Ni̱a;Neutral;0.02;27.73;26.86;-1.51;0.001
1/07/2012;Ni̱a;Neutral;0.25;27.29;26.86;-0.15;0.546
1/08/2012;Ni̱a;Neutral;0.47;26.86;26.86;-0.74;0.652
1/09/2012;Ni̱a;Neutral;0.38;26.72;26.86;0.22;0.453
1/10/2012;Ni̱a;Neutral;0.26;26.72;26.86;0.17;0.11
1/11/2012;Ni̱a;Neutral;0.15;26.7;26.86;0.33;-0.1
1/12/2012;Ni̱a;Neutral;-0.25;26.6;26.86;-0.77;0.268
1/01/2013;Ni̱a;Ni̱a;-0.53;26.55;26.85;-0.1;-0.065
1/02/2013;Ni̱a;Ni̱a;-0.51;26.76;26.85;-0.47;0.189
1/03/2013;Ni̱a;Neutral;-0.25;27.29;26.86;1.06;0.083
1/04/2013;Ni̱a;Neutral;-0.25;27.83;26.86;0.01;-0.297
1/05/2013;Ni̱a;Neutral;-0.4;27.94;26.86;0.9;-0.506
1/06/2013;Ni̱a;Neutral;-0.43;27.73;26.86;1.45;-0.497
1/07/2013;Ni̱a;Neutral;-0.39;27.29;26.86;0.76;-0.18
1/08/2013;Ni̱a;Neutral;-0.38;26.86;26.86;-0.23;-0.194
1/09/2013;Ni̱a;Neutral;-0.18;26.72;26.86;0.41;-0.31
1/10/2013;Ni̱a;Neutral;-0.2;26.72;26.86;-0.34;-0.168
1/11/2013;Ni̱a;Neutral;-0.14;26.7;26.86;0.75;0.199
1/12/2013;Ni̱a;Neutral;-0.17;26.6;26.86;-0.05;0.141
1/01/2014;Ni̱a - Ni̱o;Neutral;-0.49;26.55;26.86;1.19;-0.101
1/02/2014;Ni̱a - Ni̱o;Ni̱a;-0.61;26.76;26.86;-0.32;-0.089
1/03/2014;Ni̱a - Ni̱o;Neutral;-0.28;27.29;26.86;-1.7;-0.151
1/04/2014;Ni̱a - Ni̱o;Neutral;0.09;27.83;26.86;0.81;-0.058
1/05/2014;Ni̱a - Ni̱o;Neutral;0.32;27.94;26.86;0.72;-0.092
1/06/2014;Ni̱a - Ni̱o;Neutral;0.23;27.73;26.86;-0.46;-0.028
1/07/2014;Ni̱a - Ni̱o;Neutral;-0.06;27.29;26.86;-0.26;-0.363
1/08/2014;Ni̱a - Ni̱o;Neutral;-0.03;26.86;26.86;-1.42;-0.372
1/09/2014;Ni̱a - Ni̱o;Neutral;0.29;26.72;26.86;-0.66;-0.145
1/10/2014;Ni̱a - Ni̱o;Neutral;0.44;26.72;26.86;-0.86;0.141
1/11/2014;Ni̱a - Ni̱o;Ni̱o;0.75;26.7;26.86;-0.96;0.01
1/12/2014;Ni̱a - Ni̱o;Ni̱o;0.72;26.6;26.86;-0.66;0.046
1/01/2015;Ni̱o;Ni̱o;0.51;26.55;26.86;-0.87;-0.1
1/02/2015;Ni̱o;Neutral;0.42;26.76;26.86;-0.04;-0.345
1/03/2015;Ni̱o;Neutral;0.47;27.29;26.86;-1.4;-0.241
1/04/2015;Ni̱o;Ni̱o;0.7;27.83;26.86;-0.27;-0.008
1/05/2015;Ni̱o;Ni̱o;0.92;27.94;26.86;-1.04;0.24
1/06/2015;Ni̱o;Ni̱o;1.17;27.73;26.87;-1.72;0.296
1/07/2015;Ni̱o;Ni̱o;1.45;27.29;26.87;-1.41;0.225
1/08/2015;Ni̱o;Ni̱o;1.93;26.86;26.87;-2.15;0.567
1/09/2015;Ni̱o;Ni̱o;2.2;26.72;26.87;-1.65;0.294
1/10/2015;Ni̱o;Ni̱o;2.36;26.72;26.87;-1.91;0.483
1/11/2015;Ni̱o;Ni̱o;2.71;26.7;26.87;-0.63;0.347
1/12/2015;Ni̱o;Ni̱o;2.65;26.6;26.87;-1;0.272
1/01/2016;Ni̱o - Ni̱a;Ni̱o;2.56;26.55;26.87;-2.12;0.266
1/02/2016;Ni̱o - Ni̱a;Ni̱o;2.24;26.76;26.87;-2.09;-0.11
1/03/2016;Ni̱o - Ni̱a;Ni̱o;1.61;27.29;26.87;-0.75;-0.009
1/04/2016;Ni̱o - Ni̱a;Ni̱o;0.9;27.83;26.87;-2.61;0.146
1/05/2016;Ni̱o - Ni̱a;Neutral;0.3;27.94;26.87;0.22;-0.113
1/06/2016;Ni̱o - Ni̱a;Neutral;-0.03;27.73;26.87;0.44;-0.443
1/07/2016;Ni̱o - Ni̱a;Neutral;-0.47;27.29;26.87;0.45;-0.758
1/08/2016;Ni̱o - Ni̱a;Ni̱a;-0.57;26.86;26.87;0.4;-0.444
1/09/2016;Ni̱o - Ni̱a;Ni̱a;-0.57;26.72;26.87;1.28;-0.437
1/10/2016;Ni̱o - Ni̱a;Ni̱a;-0.74;26.72;26.87;-0.66;-0.372
1/11/2016;Ni̱o - Ni̱a;Ni̱a;-0.76;26.7;26.87;-0.23;-0.382
1/12/2016;Ni̱o - Ni̱a;Neutral;-0.5;26.6;26.87;0.19;-0.31
1/01/2017;Ni̱a;Neutral;-0.43;26.55;26.87;0.08;-0.086
1/02/2017;Ni̱a;Neutral;-0.08;26.76;26.87;-0.33;0.101
1/03/2017;Ni̱a;Neutral;0.03;27.29;26.87;0.41;0.357
1/04/2017;Ni̱a;Neutral;0.21;27.83;26.87;-0.75;0.499
1/05/2017;Ni̱a;Neutral;0.36;27.94;26.87;0.23;0.536
1/06/2017;Ni̱a;Neutral;0.33;27.73;26.87;-1.39;0.424
1/07/2017;Ni̱a;Neutral;0.25;27.29;26.87;0.85;0.52
1/08/2017;Ni̱a;Neutral;-0.16;26.86;26.87;0.17;0.349
1/09/2017;Ni̱a;Neutral;-0.43;26.72;26.87;0.62;0.034
1/10/2017;Ni̱a;Ni̱a;-0.56;26.72;26.87;0.75;0.016
1/11/2017;Ni̱a;Ni̱a;-0.96;26.7;26.87;0.94;0.289
1/12/2017;Ni̱a;Ni̱a;-0.99;26.6;26.87;-0.27;0.109
1/01/2018;Ni̱a - Ni̱o;Ni̱a;-0.98;26.55;26.87;0.91;-0.2
1/02/2018;Ni̱a - Ni̱o;Ni̱a;-0.78;26.76;26.87;-0.73;0.215
1/03/2018;Ni̱a - Ni̱o;Ni̱a;-0.8;27.29;26.87;1.03;-0.12
1/04/2018;Ni̱a - Ni̱o;Ni̱a;-0.51;27.83;26.87;0.58;-0.083
1/05/2018;Ni̱a - Ni̱o;Neutral;-0.2;27.94;26.87;0.56;0.122
1/06/2018;Ni̱a - Ni̱o;Neutral;0.05;27.73;26.88;-0.74;0.155
1/07/2018;Ni̱a - Ni̱o;Neutral;0.12;27.29;26.88;0.18;0.053
1/08/2018;Ni̱a - Ni̱o;Neutral;0.09;26.86;26.88;-0.87;0.122
1/09/2018;Ni̱a - Ni̱o;Neutral;0.47;26.72;26.88;-0.99;0.604
1/10/2018;Ni̱a - Ni̱o;Ni̱o;0.9;26.72;26.88;0.27;0.685
1/11/2018;Ni̱a - Ni̱o;Ni̱o;0.9;26.7;26.88;-0.08;0.5
1/12/2018;Ni̱a - Ni̱o;Ni̱o;0.89;26.6;26.88;0.93;0.309
1/01/2019;Ni̱o;Ni̱o;0.65;26.55;26.87;-0.16;0.387
1/02/2019;Ni̱o;Ni̱o;0.71;26.76;26.87;-1.43;0.416
1/03/2019;Ni̱o;Ni̱o;0.8;27.29;26.88;-0.91;0.224
1/04/2019;Ni̱o;Ni̱o;0.62;27.83;26.88;-0.03;0.258
1/05/2019;Ni̱o;Ni̱o;0.55;27.94;26.88;-0.71;0.539
1/06/2019;Ni̱o;Neutral;0.45;27.73;26.88;-1.36;0.605
1/07/2019;Ni̱o;Neutral;0.35;27.29;26.88;-0.51;0.597
1/08/2019;Ni̱o;Neutral;0.04;26.86;26.88;-0.7;0.436
1/09/2019;Ni̱o;Neutral;0.04;26.72;26.88;-1.26;0.893
1/10/2019;Ni̱o;Neutral;0.48;26.72;26.88;-0.66;0.964
1/11/2019;Ni̱o;Ni̱o;0.52;26.7;26.88;-1.03;0.835
1/12/2019;Ni̱o;Ni̱o;0.52;26.6;26.88;-0.73;0.243
1/01/2020;Ni̱o - Ni̱a;Ni̱o;0.6;26.55;26.88;0.01;0.173
