Id_estacio;Nom_Est;Longitud_geo;Latitud_geo;alt_est;ET_mmy;Porc_datos;Celda_XY;Cant_Est;departamento;municipio;AH;ZSZH;vereda;SUBREGION;depto_region
13075030;TURIPANA [13075030];-75,80189057;8,839530152;12;1591;90;(10-5);28;Cordoba;Cerete;Caribe;BajoSinu;CORREGIMIENTO MATEO GOMEZ;;Cordoba - 
11010010;VUELTA LA [11010010];-76,54471848;5,458947519;75;1571;78;(3-4);5;Choco;Certegui;Caribe;DarienRioAndagueda;SIN DEFINIR;;Choco - 
11030010;CERTEGUI [11030010];-76,61311036;5,375026722;51;1578;94;(3-3);7;Choco;Certegui;Caribe;DarienRioQuito;CERTEGUI;;Choco - 
21230120;BELLEZA LA [21230120];-74,58111261;4,98538545;1360;1215;66;(2-8);12;Cundinamarca;Chaguani;MagdalenaCauca;RioSecoyotrosDirectosalMagdalena;LLANADAS;;Cundinamarca - 
12010030;BARRANQUILLITA [12010030];-76,69999699;7,569997433;18;1589;88;(7-3);4;Antioquia;Chigorodo;Caribe;LitoralRioLeon;EL VENADO;URABA;Antioquia - Urabá
12010040;TULENAPA [12010040];-76,6666629;7,66667108;31;1585;15;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;LA RIVERA;URABA;Antioquia - Urabá
12010130;CHIGORODO [12010130];-76,70000317;7,69999881;27;1586;3;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;CHIRIDO;URABA;Antioquia - Urabá
12015030;IDEMA-MONTECRISANTO [12015030];-76,68333057;7,650001551;39;1582;14;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;CHAMPITAS;URABA;Antioquia - Urabá
12015080;CERRAZON LA [12015080];-76,61667011;7,716670201;65;1574;12;(8-4);15;Antioquia;Chigorodo;Caribe;LitoralRioLeon;RIPEA;URABA;Antioquia - Urabá
12015090;PALMERA LA [12015090];-76,6055589;7,538329167;51;1578;69;(7-4);3;Antioquia;Chigorodo;Caribe;LitoralRioLeon;GUAPARRIBA;URABA;Antioquia - Urabá
13070300;CHIMA [13070300];-75,61666397;9,149999876;11;1591;8;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;CABECERA;;Cordoba - 
13070310;CHIMA [13070310];-75,61666397;9,149999876;11;1591;1;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;CABECERA;;Cordoba - 
13075010;CHIMA [13075010];-75,62208177;9,150747151;11;1591;85;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;;;Cordoba - 
24010220;CHIMA [24010220];-73,36833271;6,354997956;1043;1294;10;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - 
24010740;RODEO EL HACIENDA [24010740];-73,36666758;6,366664122;1155;1266;37;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - 
24015260;CHIMA [24015260];-73,36833271;6,354997956;1043;1294;89;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - 
13070080;SIGLO EL [13070080];-75,56666939;8,950003971;13;1590;31;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;VEREDA EGIPTO;;Cordoba - 
13070160;BERASTEGUI [13070160];-75,70000186;8,88333192;8;1592;46;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;PUNTA VERDE;;Cordoba - 
13070390;CIENAGA DE ORO [13070390];-75,63000079;8,870001696;7;1592;0;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;;;Cordoba - 
13075020;SALADO EL [13075020];-75,58222539;8,91388969;19;1589;96;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;VEREDA EGIPTO;;Cordoba - 
13075040;AEROPUERTO BERASTEGUI [13075040];-75,66666269;8,883336866;7;1592;9;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;PUNTA VERDE;;Cordoba - 
13077070;CIENAGA DE ORO [13077070];-75,63000079;8,870001696;7;1592;97;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;;;Cordoba - 
23110060;PADILLA [23110060];-74,3330584;6,193606788;150;1547;68;(4-9);2;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;DOS HERMANOS;;Santander - 
23115020;PADILLA [23115020];-74,36666864;6,199999174;145;1549;11;(4-8);6;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;DOS HERMANOS;;Santander - 
23120010;VERDE LA [23120010];-73,8997264;6,412502865;178;1539;83;(5-10);5;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA VERDE;;Santander - 
23120070;PUERTO ARAUJO [23120070];-74,11666932;6,533329842;105;1561;46;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);EL AGUILA;;Santander - 
23120180;CIMITARRA [23120180];-73,94999656;6,316668991;152;1547;1;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);;;Santander - 
23120200;PUERTO ARAUJO ALERTAS [23120200];-74,08249969;6,533893075;117;1558;75;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA TERRAZA;;Santander - 
23125110;PORTUGAL HACIENDA [23125110];-74,05000407;6,500003731;121;1556;4;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA TERRAZA;;Santander - 
23125120;CIMITARRA [23125120];-73,95222468;6,308611657;186;1536;82;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);ZONA URBANA;;Santander - 
11025010;MANSA LA [11025010];-76,08433055;5,878308568;1998;1069;91;(4-5);12;Antioquia;CiudadBolivar;Caribe;DarienAltoAtrato;MONTE LORO;;Antioquia - 
23080750;COCORNA [23080750];-75,18261466;6,053331883;1244;1243;88;(4-7);13;Antioquia;Cocorna;MagdalenaCauca;RioNare;;Oriente;Antioquia - Oriente
23080740;CONCEPCION [23080740];-75,25916242;6,396940049;1867;1098;89;(5-7);20;Antioquia;Concepcion;MagdalenaCauca;RioNare;;Oriente;Antioquia - Oriente
26210080;HERRADURA LA [26210080];-75,8739732;6,099226395;840;1348;95;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;MORRON;SUROESTE;Antioquia - Suroeste
26215010;CONCORDIA [26215010];-75,91953222;6,039554009;1980;1073;92;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;SAN LUIS;SUROESTE;Antioquia - Suroeste
54020060;OPOGODO [54020060];-76,65000183;5,059996253;67;1573;84;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - 
54020090;AEROPUERTO CONDOTO [54020090];-76,67666695;5,073501291;50;1579;25;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - 
54025020;AEROPUERTO CONDOTO [54025020];-76,67666695;5,073501291;50;1579;60;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - 
54025030;SAN JOSE [54025030];-76,59999889;5,100001488;135;1552;4;(2-4);4;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;VIRO VIRO;;Choco - 
23120210;COPER [23120210];-74,04591689;5,47466792;979;1311;77;(3-9);15;Boyaca;Coper;MagdalenaCauca;RioCarare(Minero);;;Boyaca - 
13070210;COTORRA [13070210];-75,78333365;9,033336758;5;1593;44;(11-5);13;Cordoba;Cotorra;Caribe;BajoSinu;EL BINDE;;Cordoba - 
13070330;ICOTEAS LAS [13070330];-75,76666753;9,050003479;4;1593;2;(11-5);13;Cordoba;Cotorra;Caribe;BajoSinu;EL GRULLO;;Cordoba - 
22050100;GUAYABOS LOS [22050100];-75,09694567;4,656557401;1428;1198;61;(1-7);23;Tolima;Coyaima;MagdalenaCauca;RioTotare(1-7);EL FIERRO;;Tolima - 
27015150;PROGRESO EL HACIENDA [27015150];-75,39717083;6,44747446;2486;970;79;(5-6);14;Antioquia;DonMatias;MagdalenaCauca;RioPorce;ROMAZON;Norte;Antioquia - Norte
26110120;VILLA NUEVA [26110120];-76,03853168;4,971082145;1321;1224;94;(2-5);17;ValledelCauca;ElAguila;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCañaveral;762008;;ValledelCauca - 
27030060;AMACERI [27030060];-74,73333083;7,75000266;90;1566;32;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);EL CASTILLO;Bajo Cauca;Antioquia - Bajo Cauca
27030130;LONDRE EL [27030130];-74,65000221;7,466669666;474;1450;22;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);ARENAS BLANCAS;Bajo Cauca;Antioquia - Bajo Cauca
27030150;ASI ES LA VIDA [27030150];-74,58333117;7,733336197;647;1401;22;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);BALDIOS NACIONALES;Bajo Cauca;Antioquia - Bajo Cauca
27030160;BUENAVISTA [27030160];-74,66667;7,433337055;284;1506;24;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);SAN CAYETANO;Bajo Cauca;Antioquia - Bajo Cauca
27030220;Oriente EL [27030220];-74,66666983;7,566670147;174;1540;24;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);EL PERICO;Bajo Cauca;Antioquia - Bajo Cauca
27035030;SANTA MARGARITA [27035030];-74,76666996;7,733331188;42;1581;19;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);AMACERI;Bajo Cauca;Antioquia - Bajo Cauca
27047010;BAGRE EL [27047010];-74,80000288;7,61666542;50;1579;32;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);BUENOS AIRES;Bajo Cauca;Antioquia - Bajo Cauca
11030030;MANAGRU [11030030];-76,72813705;5,334163171;49;1579;72;(2-3);6;Choco;ElCantonDelSanPablo(Managru);Caribe;DarienRioQuito;MANAGRU;;Choco - 
11020010;CARMEN DE ATRATO [11020010];-76,1420854;5,90853002;1763;1121;100;(4-5);12;Choco;ElCarmen;Caribe;DarienAltoAtrato;LA ARGELIA;;Choco - 
11020020;GUADUAS [11020020];-76,183329;5,766670316;1338;1220;42;(3-4);5;Choco;ElCarmen;Caribe;DarienAltoAtrato;EL 10;;Choco - 
11020050;PINON EL [11020050];-76,25085946;5,757668317;712;1383;95;(3-4);5;Choco;ElCarmen;Caribe;DarienAltoAtrato;CAUDUAS;;Choco - 
23140030;CARMEN EL [23140030];-73,51000163;6,696393381;798;1359;8;(5-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;QUINAL ALTO;;Santander - 
23140070;DOS BOCAS HACIENDA [23140070];-73,61638588;6,771940652;196;1533;69;(6-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;DOS BOCAS;;Santander - 
23145020;CARMEN EL [23145020];-73,51000163;6,696393381;798;1359;84;(5-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;QUINAL ALTO;;Santander - 
26190130;MANSA LA [26190130];-76,09999813;5,749996564;1937;1082;5;(3-5);11;Choco;ElCarmen;Caribe;DarienAltoAtrato;CAUDUAS;;Choco - 
24011070;SANTUARIO EL [24011070];-73,4672241;6,323606722;1760;1121;70;(5-10);5;Santander;ElGuacamayo;MagdalenaCauca;RioSuarez;PALESTINA;;Santander - 
23060180;PENON EL [23060180];-74,29449939;5,253441926;1399;1205;90;(2-9);6;Cundinamarca;ElPeñon;MagdalenaCauca;RioNegro;CENTRO;;Cundinamarca - 
23190140;PLAYON EL [23190140];-73,20138862;7,464720097;429;1463;99;(7-11);18;Santander;ElPlayon;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - 
27010830;SAN ISIDRO [27010830];-75,51575135;6,563218287;2324;1002;97;(5-6);14;Antioquia;Entrerrios;MagdalenaCauca;RioPorce;RIO GRANDE;Norte;Antioquia - Norte
23190270;LIMONCITO [23190270];-73,10000445;7,049999303;911;1329;7;(6-11);27;Santander;Floridablanca;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;RIO FRIO;;Santander - 
23190400;GALVICIA LA [23190400];-73,05722189;7,124448079;1903;1090;96;(6-11);27;Santander;Floridablanca;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;RETIRO CHIQUITO;;Santander - 
23195190;SAN ANTONIO SANTANDER [23195190];-73,06619661;7,099524458;1531;1174;1;(6-11);27;Santander;Floridablanca;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VERCUTE;;Santander - 
26175040;TUNEZ HACIENDA [26175040];-75,65096813;5,800247122;582;1419;76;(3-6);20;Antioquia;Fredonia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;PUENTE IGLESIAS;SUROESTE;Antioquia - Suroeste
26200150;FREDONIA [26200150];-75,68511053;5,936746663;1760;1121;87;(4-6);19;Antioquia;Fredonia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;EL CINCO;SUROESTE;Antioquia - Suroeste
23010020;EDEN EL [23010020];-75,04891709;5,158390045;1645;1147;94;(2-7);24;Tolima;Fresno;MagdalenaCauca;RioGuali;LA FLORIDA;;Tolima - 
11110010;NORMAL SANTA TERESA [11110010];-76,13360684;6,763334912;1429;1198;98;(6-5);8;Antioquia;Frontino;Caribe;DarienRioSucio;;Occidente;Antioquia - Occidente
11110030;FUEMIA [11110030];-76,25222461;6,858051054;1043;1294;83;(6-4);3;Antioquia;Frontino;Caribe;DarienRioSucio;FUEMIA;Occidente;Antioquia - Occidente
11115030;NUTIBARA [11115030];-76,25000098;6,81666588;1651;1146;14;(6-4);3;Antioquia;Frontino;Caribe;DarienRioSucio;LA CAMPEONA;Occidente;Antioquia - Occidente
11115040;MUSINGA [11115040];-76,20333379;6,777970353;1359;1215;68;(6-4);3;Antioquia;Frontino;Caribe;DarienRioSucio;MUCINGA;Occidente;Antioquia - Occidente
23210010;PUERTO MOSQUITO [23210010];-73,75527705;8,185004471;43;1581;100;(9-10);4;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;PUERTO MOSQUITO;;Cesar - 
23210160;GAMARRA [23210160];-73,73777654;8,326670444;42;1581;79;(9-10);4;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;;;Cesar - 
11110110;BOQUERON DE TOYO [11110110];-75,97749756;6,699443233;2133;1041;47;(5-5);18;Antioquia;Giraldo;Caribe;DarienRioSucio;CIRIGUAN;Occidente;Antioquia - Occidente
26220090;GIRALDO [26220090];-75,95722487;6,688051522;1930;1084;98;(5-5);18;Antioquia;Giraldo;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LA PLANTA;Occidente;Antioquia - Occidente
27010820;CUCHILLA LA [27010820];-75,45361308;6,368335538;1558;1168;98;(5-6);14;Antioquia;Girardota;MagdalenaCauca;RioPorce;LAS CUCHILLAS;Valle de Aburra;Antioquia - Valle de Aburra
23190280;PALO GORDO [23190280];-73,13305312;6,967504336;859;1343;99;(6-11);27;Santander;Giron;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PALOGORDO;;Santander - 
23190600;PANTANO EL [23190600];-73,23027378;6,997502333;1263;1239;98;(6-11);27;Santander;Giron;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PANTANO;;Santander - 
23195110;LLANO GRANDE - AUT [23195110];-73,16721774;7,025555393;738;1376;89;(6-11);27;Santander;Giron;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;RUITOQUE;;Santander - 
24060010;PARROQUIA LA [24060010];-73,32777614;7,076391736;236;1521;0;(6-11);27;Santander;Giron;MagdalenaCauca;RioSogamoso;LA PARROQUIA;;Santander - 
24060060;PUENTE LA PAZ [24060060];-73,41944314;7,108615174;160;1544;60;(6-11);27;Santander;Giron;MagdalenaCauca;RioSogamoso;MARTA;;Santander - 
24060070;PARROQUIA LA [24060070];-73,32777614;7,076391736;236;1521;78;(6-11);27;Santander;Giron;MagdalenaCauca;RioSogamoso;LA PARROQUIA;;Santander - 
24065020;ESPERANZA LA HACIENDA [24065020];-73,29999571;7,066664222;852;1345;10;(6-11);27;Santander;Giron;MagdalenaCauca;RioSogamoso;CEDRO;;Santander - 
24065030;TRIGUEROS HACIENDA [24065030];-73,3580597;7,07666806;339;1490;26;(6-11);27;Santander;Giron;MagdalenaCauca;RioSogamoso;SOGAMOSO;;Santander - 
27010160;GOMEZ PLATA [27010160];-75,21980501;6,677809357;1851;1101;6;(5-7);20;Antioquia;GomezPlata;MagdalenaCauca;RioPorce;;Norte;Antioquia - Norte
27010900;GOMEZ PLATA [27010900];-75,21980501;6,677809357;1851;1101;98;(5-7);20;Antioquia;GomezPlata;MagdalenaCauca;RioPorce;;Norte;Antioquia - Norte
23080820;TAFETANES [23080820];-75,11774563;6,146722328;1924;1085;63;(4-7);13;Antioquia;Granada;MagdalenaCauca;RioNare;LA PRIMAVERA;Oriente;Antioquia - Oriente
23080910;MEDIOS LOS [23080910];-75,08332967;6,133336812;1645;1147;15;(4-7);13;Antioquia;Granada;MagdalenaCauca;RioNare;LOS MEDIOS;Oriente;Antioquia - Oriente
24015250;LAJA LA [24015250];-73,41539248;6,237163556;1440;1195;89;(4-11);1;Santander;Guadalupe;MagdalenaCauca;RioSuarez;EL CENTRO;;Santander - 
21230090;ARRANCAPLUMAS [21230090];-74,72927841;5,202752787;220;1526;78;(2-8);12;Cundinamarca;Guaduas;MagdalenaCauca;RioSecoyotrosDirectosalMagdalena;PUERTO BOGOTA;;Cundinamarca - 
23060140;TUSCOLO EL [23060140];-74,60805645;5,069445386;987;1309;89;(2-8);12;Cundinamarca;Guaduas;MagdalenaCauca;RioNegro;;;Cundinamarca - 
25020940;VILLANUEVA [25020940];-74,73555353;8,332781072;27;1586;90;(9-8);16;Sucre;Guaranda;MagdalenaCauca;CaucaSanJorgeLaMojana;VILLA NUEVA;;Sucre - 
27015210;VIVERO EL [27015210];-75,50000047;6,28333194;2419;983;26;(5-6);14;Antioquia;Guarne;MagdalenaCauca;RioPorce;PIEDRAS BLANCAS-MATASANO;Valle de Aburra;Antioquia - Valle de Aburra
26140080;TAIJARA ALEJANDRIA [26140080];-75,82583237;5,280802754;1463;1190;57;(2-5);17;Risaralda;Guatica;MagdalenaCauca;RioRisaralda;TAIJARA BAJO;;Risaralda - 
26140110;SAN CLEMENTE [26140110];-75,78766441;5,317856811;2154;1036;84;(2-5);17;Risaralda;Guatica;MagdalenaCauca;RioRisaralda;BETANIA;;Risaralda - 
24010820;GUAVATA [24010820];-73,7025042;5,96139112;1906;1089;75;(4-10);8;Santander;Guavata;MagdalenaCauca;RioSuarez;POPOA;;Santander - 
27010770;CHUSCAL EL [27010770];-75,70508413;6,178333616;2224;1022;97;(4-6);19;Antioquia;Heliconia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;PUEBLITO;Occidente;Antioquia - Occidente
23010080;IDEMA-HONDA [23010080];-74,74958587;5,201412189;229;1523;97;(2-8);12;Tolima;Honda;MagdalenaCauca;RioGuali;;;Tolima - 
23025020;ESPERANZA LA [23025020];-74,72913608;5,262638358;193;1534;85;(2-8);12;Tolima;Honda;MagdalenaCauca;RioGuali;PALACIOS;;Tolima - 
21210020;JUNTAS LAS [21210020];-75,32163618;4,556306381;1863;1098;94;(1-6);24;Tolima;Ibague;MagdalenaCauca;RioCoello;JUNTAS;;Tolima - 
21210100;RANCHO EL [21210100];-75,33044746;4,60030781;2601;948;40;(1-6);24;Tolima;Ibague;MagdalenaCauca;RioCoello;JUNTAS;;Tolima - 
21210110;PLACER EL [21210110];-75,27789189;4,520942604;2191;1029;71;(1-6);24;Tolima;Ibague;MagdalenaCauca;RioCoello;LA PLATA EL BRILLANTE;;Tolima - 
21210220;PALMAR EL [21210220];-75,32566887;4,580112464;2282;1010;94;(1-6);24;Tolima;Ibague;MagdalenaCauca;RioCoello;JUNTAS;;Tolima - 
21210260;SILENCIO EL [21210260];-75,38332981;4,633336946;3681;763;32;(1-6);24;Tolima;Ibague;MagdalenaCauca;RioCoello;TOCHE;;Tolima - 
54010010;ISTMINA [54010010];-76,68922518;5,15875144;62;1575;92;(2-3);6;Choco;Istmina;Pacifico;RioSanJuanAlto;SIN DEFINIR;;Choco - 
26220100;GRANJA LA [26220100];-75,7340846;7,24964046;1024;1299;88;(7-5);2;Antioquia;Ituango;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;EL GUADUAL;Norte;Antioquia - Norte
26220110;SANTA RITA [26220110];-75,61685706;7,323746912;1997;1069;75;(7-6);13;Antioquia;Ituango;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;EL RECREO;Norte;Antioquia - Norte
26225010;ITUANGO [26225010];-75,73333351;7,20000026;738;1376;6;(7-5);2;Antioquia;Ituango;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LOS GALGOS;Norte;Antioquia - Norte
26225050;PALMAR EL [26225050];-75,66666455;7,116665657;299;1502;12;(6-6);14;Antioquia;Ituango;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;LOS GALGOS;Norte;Antioquia - Norte
26195030;JARDIN EL [26195030];-75,80055863;5,587724756;1989;1071;48;(3-5);11;Antioquia;Jardin;MagdalenaCauca;RioSanJuan;QUEBRADA BONITA;SUROESTE;Antioquia - Suroeste
26170190;DIQUE EL [26170190];-75,72361271;5,803861507;925;1325;96;(4-5);12;Antioquia;Jerico;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;CAUCA;SUROESTE;Antioquia - Suroeste
23120220;PRADERA LA [23120220];-73,91332988;5,870828877;2534;960;78;(4-9);2;Santander;JesusMaria;MagdalenaCauca;RioCarare(Minero);PRADERA;;Santander - 
24010210;JESUS MARIA [24010210];-73,78166318;5,873335915;1888;1093;98;(4-10);8;Santander;JesusMaria;MagdalenaCauca;RioSuarez;BRAVO PAEZ;;Santander - 
56015020;ALTO CURICHE [56015020];-77,64999993;7,050004106;297;1503;0;(6-1);1;Choco;Jurado;Pacifico;DirectosDirectosPacificoFronteraPanama;SIN DEFINIR;;Choco - 
25020700;APARTADA LA [25020700];-75,33861376;8,053051289;31;1585;90;(8-6);10;Cordoba;LaApartada;MagdalenaCauca;CaucaSanJorgeLaMojana;SIN DEFINIR;;Cordoba - 
23085100;CARMELO EL HACIENDA [23085100];-75,40000316;6,033334855;2139;1039;3;(4-6);19;Antioquia;LaCeja;MagdalenaCauca;RioNare;GUAMITO;Oriente;Antioquia - Oriente
23040030;IDEMA-DORADA [23040030];-74,67616918;5,479197974;175;1540;88;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRiosGuarinoyLaMiel;;;Caldas - 
23040050;BASCULA LA [23040050];-74,71667118;5,433337079;232;1522;1;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRiosGuarinoyLaMiel;LA ARENOSA;;Caldas - 
23040060;PALMAR EL HACIENDA [23040060];-74,73333429;5,433334689;230;1523;4;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRiosGuarinoyLaMiel;LA ARENOSA;;Caldas - 
23190510;CAOBO EL [23190510];-73,32750323;7,595559845;323;1495;87;(7-11);18;NortedeSantander;LaEsperanza;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;RAICEROS;;NortedeSantander - 
23125130;LANDAZURI [23125130];-73,8088924;6,221386558;924;1325;78;(4-10);8;Santander;Landazuri;MagdalenaCauca;RioCarare(Minero);PORVENIR;;Santander - 
23060170;PALMA LA [23060170];-74,38911215;5,349359453;1255;1240;73;(2-8);12;Cundinamarca;LaPalma;MagdalenaCauca;RioNegro;EL BATAN;;Cundinamarca - 
26180220;LA PINTADA ALERTAS [26180220];-75,59999799;5,730001393;588;1418;76;(3-6);20;Antioquia;LaPintada;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LA BOCANA;SUROESTE;Antioquia - Suroeste
26205030;FARALLONES [26205030];-75,61666929;5,783328931;661;1397;4;(3-6);20;Antioquia;LaPintada;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;LA PINTADA;SUROESTE;Antioquia - Suroeste
26180170;UNION LA [26180170];-75,38138866;5,998332732;2541;959;96;(4-6);19;Antioquia;LaUnion;MagdalenaCauca;RioArma;CHUSCALITO;Oriente;Antioquia - Oriente
26185020;MESOPOTAMIA [26185020];-75,31863504;5,886364649;2370;992;97;(4-6);19;Antioquia;LaUnion;MagdalenaCauca;RioArma;MINITAS;Oriente;Antioquia - Oriente
23060370;ESTANCIA LA [23060370];-74,36666495;4,966667138;1291;1232;23;(2-8);12;Cundinamarca;LaVega;MagdalenaCauca;RioNegro;LLANO GRANDE;;Cundinamarca - 
26140180;VIRGINIA LA-ALERTA [26140180];-75,88277856;4,892502031;899;1332;79;(1-5);14;Risaralda;LaVirginia;MagdalenaCauca;RioOtunyotrosdirectosalCauca;;;Risaralda - 
26140330;VIRGINIA LA [26140330];-75,88333338;4,900001934;899;1332;5;(2-5);17;Risaralda;LaVirginia;MagdalenaCauca;RioRisaralda;;;Risaralda - 
23190260;LAGUNA LA [23190260];-73,21360972;7,079724983;1095;1281;94;(6-11);27;Santander;Lebrija;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;LA PUENTE;;Santander - 
23190380;PALMAS [23190380];-73,21789337;7,211085038;794;1360;98;(7-11);18;Santander;Lebrija;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;EL OSO;;Santander - 
23190440;NARANJO EL [23190440];-73,29972335;7,205002762;785;1363;90;(7-11);18;Santander;Lebrija;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;EL LIBANO;;Santander - 
23195080;URBINA LA [23195080];-73,34999699;7,416666366;127;1555;12;(7-11);18;Santander;Lebrija;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CHUSPAS;;Santander - 
23195502;AEROPUERTO PALONEGRO [23195502];-73,18452916;7,121473722;1157;1265;87;(6-11);27;Santander;Lebrija;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;SAN PABLO;;Santander - 
21250070;SIERRA LA [21250070];-74,9356986;4,80011474;467;1452;94;(1-7);23;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;INSPECCION DE POLICIA LA SIERRA;;Tolima - 
21250190;GARCIA HACIENDA [21250190];-74,89999574;4,850000728;337;1491;33;(1-7);23;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;AREA URBANA Y SUBURBANA;;Tolima - 
21250410;BLEDONIA [21250410];-74,91666264;4,933332759;342;1489;0;(2-7);24;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;COLOYA;;Tolima - 
21250550;ESPERANZA LOBONES [21250550];-74,93333316;4,849996566;354;1486;21;(1-7);23;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;ALTO DEL SOL;;Tolima - 
21250570;IGUACITOS [21250570];-74,85000195;4,850003847;286;1506;36;(1-7);23;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;IGUACITO;;Tolima - 
21250620;MANGON EL [21250620];-74,91666552;4,816667048;419;1466;37;(1-7);23;Tolima;Lerida;MagdalenaCauca;RioLagunillayOtrosDirectosalMagdalena;Inspeccion de POLICIA LA SIERRA;;Tolima - 
